제품명,영문명,공급자,구분,확인여부,등록일
미래엔 AI·디지털 교육자료 (초등 수학 3-1),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (중등 영어 2),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (중등 수학 2),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (중등 수학 1),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (고등 공통수학2),,,ai_digital_educational_materials,confirmed,2026-01-22
미래엔 AI·디지털 교육자료 (고등 공통수학1),,,ai_digital_educational_materials,confirmed,2026-01-22
타임리GPT,timelyGPT,,private_domestic,confirmed,2026-02-05
iCUBE 핵심ERP,,,private_domestic,confirmed,2026-02-05
열품타,YPT(yeolpumta),,private_domestic,confirmed,2026-02-05
딜라이텍스 에듀,Delightex Edu,,private_foreign,confirmed,2026-02-05
메타수학,mmath,,private_domestic,confirmed,2026-02-05
찾아가는 AI 체험학습,,,private_domestic,confirmed,2026-02-05
교보문고 구독형 전자도서관,,,private_domestic,confirmed,2026-02-04
,METAWARE Edu School,,private_domestic,confirmed,2026-01-29
셰르파XR 메타퀘스트3 스쿨키트,,,private_domestic,confirmed,2026-02-04
lit---ry(릿---리),lit---ry,페다민트 랩(Pedamint Lab),other,confirmed,2026-02-04
큐밋 포토폴리오(생활기록부 AI),Qmeet AI,,private_domestic,confirmed,2026-02-04
테일트리코리아,,,private_foreign,confirmed,2026-02-04
뚝딱샵,DDDDSHOP,,private_domestic,confirmed,2026-02-04
표준화 심리검사,,,private_domestic,confirmed,2026-02-04
포켓터틀+ 음악코딩 BLE,,,private_domestic,confirmed,2026-02-04
포켓터틀+ 카드코딩 BLE,,,private_domestic,confirmed,2026-02-04
진로정보망 커리어넷,CareerNet,,public_including_city_province,confirmed,2026-02-03
아이설렘 한글과 아이설렘 수학,,,private_domestic,confirmed,2026-02-04
OSUN 4.0,,,private_domestic,confirmed,2026-02-04
밀크T고등,,,private_domestic,confirmed,2026-02-04
밀크T중학,,,private_domestic,confirmed,2026-02-04
,,,private_domestic,confirmed,2026-02-04
아트앤컬처 초등 미술,,,private_domestic,confirmed,2026-02-04
햄스터 폭탄 대작전,Hamster Bomb Hunter,박광현(광운대학교),other,confirmed,2026-02-04
햄스터 축구 조종기,Hamster Soccer Controller,박광현(광운대학교),other,confirmed,2026-02-04
원격 조종기 for ROBOID,Remote Controller for ROBOID,박광현(광운대학교),other,confirmed,2026-02-04
터치터치 고고! for ROBOID,TouchTouch GoGo! for ROBOID,박광현(광운대학교),other,confirmed,2026-02-04
스택 for ROBOID,Stack for ROBOID,박광현(광운대학교),other,confirmed,2026-02-04
로봇 코딩,Robot Coding,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 AI 파이썬 라이브러리,Roboid AI Python Library,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 프로세싱 라이브러리,Roboid Processing Library,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 파이썬 라이브러리,Roboid Python Library,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 자바스크립트 라이브러리,Roboid Javascript Library,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 자바 라이브러리,Roboid Java Library,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 론처,Roboid Launcher,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 CPP 라이브러리,Roboid CPP Library,박광현(광운대학교),other,confirmed,2026-02-04
로보이드 C 라이브러리,Roboid C Library,박광현(광운대학교),other,confirmed,2026-02-04
,,,private_domestic,confirmed,2026-02-04
부산에듀원2.0,,,public_including_city_province,confirmed,2026-02-04
페다민트,Pedamint,페다민트 랩(Pedamint Lab),other,confirmed,2026-02-03
1024.kr,1024.kr,김봉석,other,confirmed,2026-02-03
스마트리 통합서비스,,,private_domestic,confirmed,2026-02-03
똑똑! 수학탐험대,,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-22
Hamster Soccer- 햄스터  축구 조이스틱,,,private_domestic,confirmed,2026-02-03
Pio Play - 삐오 플레이,,,private_domestic,confirmed,2026-02-03
RaccoonBot - 라쿤봇 조이스틱,,,private_domestic,confirmed,2026-02-03
Robomation DFU -  로보메이션 DFU,,,private_domestic,confirmed,2026-02-03
로보이드 메이커,,,private_domestic,confirmed,2026-02-03
로보메이션랩,RobomationLAB,,private_domestic,confirmed,2026-02-03
똑책 독서퀴즈,,,private_domestic,confirmed,2026-01-24
음악과생활,,,private_domestic,confirmed,2026-02-03
체육과건강,,,private_domestic,confirmed,2026-02-03
피치서가,피치서가(peachseoga),,private_domestic,confirmed,2026-02-03
초코파이썬,ChocoPython,,private_domestic,confirmed,2026-02-03
Finclass(핀클래스),Finclass,핀클래스,other,confirmed,2026-02-03
aiedu.love,aiedu.love,박권,other,confirmed,2026-02-03
말한마디,onevoice,홍성용,other,confirmed,2026-02-03
데일리스쿨,DAILYSCHOOL,팀 데일리스쿨,other,confirmed,2026-02-03
보라구 중국어 Class,Boragu Chinese Class,,private_domestic,confirmed,2026-02-02
,VR Coding,,private_domestic,confirmed,2026-02-02
에듀베이지,,에듀베이지,other,confirmed,2026-02-02
끄적끄적아지트,,유승현,other,confirmed,2026-02-02
,,,private_domestic,confirmed,2026-02-02
,,,private_domestic,confirmed,2026-02-02
,,,private_domestic,confirmed,2026-02-02
알지오매스,,,public_including_city_province,confirmed,2026-01-26
지능형 과학실 ON,,,public_including_city_province,confirmed,2026-02-02
엔이티처,NE Teacher,,private_domestic,confirmed,2026-02-02
리로스쿨,RIROSCHOOL,,private_domestic,confirmed,2026-02-02
넷서포트 스쿨 (NetSupport School),"NetSupport School, https://www.netsupportschool.net",,private_foreign,confirmed,2026-01-28
인공지능 맞춤형 교수학습 플랫폼 AIEP (전남_아이모두),,,public_including_city_province,confirmed,2026-01-29
클래스룸.클라우드(classroom.cloud),classroom.cloud,,private_foreign,confirmed,2026-01-28
서울 자라나 톡,,,public_including_city_province,confirmed,2026-01-30
클래스팅 클래스,,,private_domestic,confirmed,2026-01-30
,EDUFIT,,private_domestic,confirmed,2026-01-30
Padlet for Schools,"Padlet for Schools, 패들렛 포 스쿨",,private_foreign,confirmed,2026-01-27
헬로메이플,HelloMaple,,private_domestic,confirmed,2026-01-30
AI·디지털 교육자료 포털,aidtbook,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-23
특수교육 AI・디지털 교육 자료(열린배움터),Special Education AI CLASS,,public_including_city_province,confirmed,2026-01-29
,sangnyang,,private_domestic,confirmed,2026-01-27
,,,private_domestic,confirmed,2026-01-30
,,,private_domestic,confirmed,2026-01-30
,NEOBOT Edu Smart,,private_domestic,confirmed,2026-01-30
,NEO_SoCo,,private_domestic,confirmed,2026-01-30
,NEO_ThinkCar,,private_domestic,confirmed,2026-01-30
BSL Education,,,private_domestic,confirmed,2026-01-30
인공지능 맞춤형 교수학습 플랫폼(AIEP) 바당(BADANG),,,public_including_city_province,confirmed,2026-01-30
(주)금성출판사 고등학교 정보 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
(주)금성출판사 중학교 정보 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
,AI Hanjamon,,private_domestic,confirmed,2026-01-30
,POLYGONADE,,private_domestic,confirmed,2026-01-30
,AGITeens,,private_domestic,confirmed,2026-01-30
슈퍼스쿨,,,private_domestic,confirmed,2026-01-28
모두의 한국어,,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-22
AI 브레인 문해력 학습 플랫폼,AI Brain Literacy Learning Platform,,private_domestic,confirmed,2026-01-27
캔바,Canva,,private_foreign,confirmed,2026-01-29
,,,private_domestic,confirmed,2026-01-29
코스모스 AI,COSMOS AI,"박지훈, 김지수",other,confirmed,2026-01-29
,,,private_domestic,confirmed,2026-01-29
,VRWARE ASSEMBLR EDU,,private_domestic,confirmed,2026-01-29
,VRWARE Edu StoryBuilder,,private_domestic,confirmed,2026-01-29
,빈치봇 전용 앱 / 웹서비스 MatataCode,,private_foreign,confirmed,2026-01-29
인공지능 맞춤형 교수학습 플랫폼(AIEP),,,public_including_city_province,confirmed,2026-01-23
,스마트 현미경(MX2-AS) 용 앱 MatataXplore,,private_foreign,confirmed,2026-01-29
,"RoBico, RoBico Code",,private_domestic,confirmed,2026-01-29
,GDD Symphony for EDU,,private_domestic,confirmed,2026-01-29
,,,private_domestic,confirmed,2026-01-29
,,,private_domestic,confirmed,2026-01-23
사이버폭력 예방교육 종합서비스 도란도란(사이버스 포함),doran,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-22
다락방,,,public_including_city_province,improvement_requested,2026-01-27
초등 영어 4,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 영어 3,,,ai_digital_educational_materials,confirmed,2026-01-29
,Todo English,,private_domestic,confirmed,2026-01-28
애스크매스(AskMath),,,public_including_city_province,confirmed,2026-01-29
,i-Scream SCHOOL LEARN,,private_domestic,confirmed,2026-01-28
,i-Scream HOME LEARN,,private_domestic,confirmed,2026-01-28
초등 영어 6,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 영어 5,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 6-2,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 6-1,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 5-2,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 5-1,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 4-2,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 4-1,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 3-2,,,ai_digital_educational_materials,confirmed,2026-01-29
초등 수학 3-1,,,ai_digital_educational_materials,confirmed,2026-01-26
,Todo Math,,private_domestic,confirmed,2026-01-28
,Todo Hangeul,,private_domestic,confirmed,2026-01-28
큐리팟,Curipod,,private_foreign,confirmed,2026-01-23
디딤돌교육 AI 디지털 교육자료(초등학교 수학 6-2),,,ai_digital_educational_materials,confirmed,2026-01-28
디딤돌교육 AI 디지털 교육자료(초등학교 수학 6-1),,,ai_digital_educational_materials,confirmed,2026-01-28
디딤돌교육 AI 디지털 교육자료(초등학교 수학 5-2),,,ai_digital_educational_materials,confirmed,2026-01-28
디딤돌교육 AI 디지털 교육자료(초등학교 수학 5-1),,,ai_digital_educational_materials,confirmed,2026-01-28
디딤돌교육 AI 디지털 교육자료(초등학교 수학 4-2),,,ai_digital_educational_materials,confirmed,2026-01-28
디딤돌교육 AI 디지털 교육자료(초등학교 수학 4-1),,,ai_digital_educational_materials,confirmed,2026-01-28
디딤돌교육 AI 디지털 교육자료(초등학교 수학 3-2),,,ai_digital_educational_materials,confirmed,2026-01-28
디딤돌교육 AI 디지털 교육자료(초등학교 수학 3-1),,,ai_digital_educational_materials,confirmed,2026-01-28
,,,private_domestic,confirmed,2026-01-28
매일국어,DAILYKOR,,private_domestic,confirmed,2026-01-27
,MATHOLIC T,,private_domestic,confirmed,2026-01-26
,GLEJAM,,private_domestic,confirmed,2026-01-27
유클래스,U-Class,,private_domestic,confirmed,2026-01-28
학생평가지원포털,,,public_including_city_province,confirmed,2026-01-28
,Tooning,,private_domestic,confirmed,2026-01-28
,bit:learn,,private_domestic,confirmed,2026-01-28
,AI Ponybot,,private_domestic,confirmed,2026-01-28
바운더리엑스 AI 웹앱서비스,AI Web Apps(for micro:bit),,private_domestic,confirmed,2026-01-28
,DOKS,,private_domestic,confirmed,2026-01-28
클래시파이,Classify,,private_domestic,confirmed,2026-01-27
이집트(E-GPT),E-GPT,임세범,other,confirmed,2026-01-28
스노클,Snorkl,,private_foreign,confirmed,2026-01-23
미주,Mizou,,private_foreign,confirmed,2026-01-23
레드멘타,Redmenta,,private_foreign,confirmed,2026-01-23
티솔루션,,,private_domestic,confirmed,2026-01-27
통그라미(초중등 학생용 통계패키지),,,public_including_city_province,confirmed,2026-01-27
트라이디스,trythis,,private_domestic,confirmed,2026-01-27
,,,private_domestic,confirmed,2026-01-26
북크리에이터(Bookcreator),Bookcreator,,private_foreign,confirmed,2026-01-26
카미(Kami),Kami,,private_foreign,confirmed,2026-01-26
에드퍼즐(Edpuzzle),Edpuzzle,,private_foreign,confirmed,2026-01-23
,,,private_domestic,confirmed,2026-01-27
,MyClass,,private_domestic,confirmed,2026-01-23
초등 영어 6 이동환 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
에듀넷,EDUNET,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-22
초등 영어 5 이동환 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 4 이동환 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 정보 김현철 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 3 이동환 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 영어 2 소영순 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 영어 1 소영순 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 영어 2 이상기 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 영어 1 이상기 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 수학 2 김동재 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 정보 3~4학년군 박선주 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 수학 1 김동재 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 6 김태은 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 수학 2 김화경 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 5 김태은 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
중학 수학 1 김화경 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 4 김태은 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 3 김태은 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 6 함순애 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 5 함순애 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 4 함순애 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 영어 3 함순애 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 6-2 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 6-1 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통영어2 조수경 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 5-2 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통영어1 조수경 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 5-1 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통영어2 강상구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통영어1 강상구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 4-2 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통수학2 홍진곤 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통수학1 홍진곤 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 4-1 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통수학2 전인태 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 공통수학1 전인태 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 3-2 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
고등 정보 김현철 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 3-1 한대희 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 6-2 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 6-1 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 5-2 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 5-1 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 4-2 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 4-1 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 3-2 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
초등 수학 3-1 박만구 AI 디지털 교육자료,,,ai_digital_educational_materials,confirmed,2026-01-26
,lesser,,private_domestic,confirmed,2026-01-23
,learney,,private_domestic,confirmed,2026-01-23
,MMS mymissionstudio,,private_domestic,confirmed,2026-01-23
클래스몬,,,private_domestic,confirmed,2026-01-26
,,,private_domestic,confirmed,2026-01-26
,,,private_domestic,confirmed,2026-01-26
,AI helpy chat,,private_domestic,confirmed,2026-01-26
,LXP,,private_domestic,confirmed,2026-01-26
동아출판(주) 두클래스,,,private_domestic,confirmed,2026-01-26
,,,private_domestic,confirmed,2026-01-26
,TABTAP,,private_domestic,confirmed,2026-01-25
,OK-SUSU,,private_domestic,confirmed,2026-01-25
,ONLY ONE,,private_domestic,confirmed,2026-01-25
경북인공지능맞춤형교수학습플랫폼(경북AI배움터)_AIEP,,,public_including_city_province,confirmed,2026-01-24
광주아이온(AI-ON),,,public_including_city_province,confirmed,2026-01-23
,School PT,,private_domestic,confirmed,2026-01-23
세종 인공지능 맞춤형 교수학습 플랫폼(세종AI),,,public_including_city_province,confirmed,2026-01-23
,7Bricks,,private_domestic,confirmed,2026-01-23
소크룸 라이트,Socroom Lite,,private_domestic,confirmed,2026-01-23
,CODLE,,private_domestic,confirmed,2026-01-23
에듀나비,,,public_including_city_province,confirmed,2026-01-23
[YBM] Y클라우드,,,private_domestic,confirmed,2026-01-23
그라운드(Grownd),grownd,그라운드,other,confirmed,2026-01-23
AI아크수학,,,private_domestic,confirmed,2026-01-23
하이클래스,HiClass,,private_domestic,confirmed,2026-01-23
클래스1234&클래스페이,Class1234&ClassPay,,private_domestic,confirmed,2026-01-23
에듀뱅크,edubank,,private_domestic,confirmed,2026-01-23
아이톡톡,,,public_including_city_province,confirmed,2026-01-23
,class tool,,private_domestic,confirmed,2026-01-23
,Jindanmath,,private_domestic,confirmed,2026-01-23
미니북,MINIBOOK,,private_domestic,confirmed,2026-01-23
AI매일수학,,,private_domestic,confirmed,2026-01-23
,AI Class,,private_domestic,confirmed,2026-01-23
아이스크림 툴킷,i-Scream Tool kit,,private_domestic,confirmed,2026-01-23
,Thinker Bell,,private_domestic,confirmed,2026-01-23
,,,private_domestic,confirmed,2026-01-23
,careerkit,,private_domestic,confirmed,2026-01-23
,Chococlass,,private_domestic,confirmed,2026-01-22
,Moonje-G,,private_domestic,confirmed,2026-01-23
,Degu Education 3D Map VR KIT,,private_domestic,confirmed,2026-01-22
,Jeju Natural Heritage 3D Map VR KIT,,private_domestic,confirmed,2026-01-22
,Seoul Heritage 3D Map VR KIT,,private_domestic,confirmed,2026-01-22
,Dokdo 3D Map VR KIT,,private_domestic,confirmed,2026-01-22
,클래스팅 AI,,private_domestic,confirmed,2026-01-22
위두랑,,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-22
디지털교과서,dtbook,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-22
나이스플러스,,한국교육학술정보원(KERIS),public_including_city_province,confirmed,2026-01-22
