회계연도,기관명,계약명,계약일,계약금액,계약방법,키워드
2022,광주광역시서부교육지원청,효광초 등 2교(치평초) 냉난방 교체 기계설비공사,2022-12-23,36925930,2인이상수의,DroneBlocks Enterprise Membership
2022,광주광역시서부교육지원청,대촌중앙초 등 2교(미산초) 포장 및 기타시설공사 재해예방 기술지도 용역,2022-12-23,1012000,1인수의,DroneBlocks Enterprise Membership
2022,광주광역시서부교육지원청,광주월산초 화장실 보수공사(1차),2022-12-23,10000000,2인이상수의,DroneBlocks Enterprise Membership
2022,광주광역시서부교육지원청,송광중 화변기 교체 기계설비공사,2022-12-22,90484740,2인이상수의,DroneBlocks Enterprise Membership
2022,광주광역시서부교육지원청,운리초 내진보강공사 구조감리용역,2022-12-15,4900000,2인이상수의,DroneBlocks Enterprise Membership
2022,화정남초등학교,신학기 사무용품 구입,2023-02-28,1457500,1인수의,DroneBlocks Enterprise Membership
2022,광주동성여자중학교,누리동산 및 본관동 주변 디자인그레이팅 설치,2023-02-28,4512800,1인수의,DroneBlocks Enterprise Membership
2022,문성중학교,문성중학교 안전난간 교체공사 실시,2023-02-27,9849400,1인수의,DroneBlocks Enterprise Membership
2022,금구중학교,레슬링부 학생선수 상담실 환경 개선을 위한 물품 구입,2023-02-27,4287730,1인수의,DroneBlocks Enterprise Membership
2022,화정남초등학교,2023학년도 입학식 관련 물품 구입,2023-02-28,3009630,1인수의,DroneBlocks Enterprise Membership
2022,화정남초등학교,"2023학년도 교실 환경물품 구입(1,2,5학년)",2023-02-27,2100000,1인수의,DroneBlocks Enterprise Membership
2022,화정남초등학교,"2023학년도 교실 환경물품 구입(3,4,6학년, 특수학급)",2023-02-27,1900000,1인수의,DroneBlocks Enterprise Membership
2022,화정남초등학교,복사용지 구입,2023-02-27,1810300,1인수의,DroneBlocks Enterprise Membership
2022,호남삼육중학교,교직원 쉼공간(다온뜨락) 가구(바테이블 외 4종) 추가 구입,2023-02-28,3440000,1인수의,DroneBlocks Enterprise Membership
2022,운리초등학교,디지털 피아노 구입,2023-02-28,1847800,1인수의,DroneBlocks Enterprise Membership
2022,문성고등학교,성실관 에어컨 구매설치,2023-02-27,16950000,1인수의,DroneBlocks Enterprise Membership
2022,광주과학고등학교,업무용 사무용품 구입,2023-02-27,1810000,1인수의,DroneBlocks Enterprise Membership
2022,호남삼육중학교,"교직원 쉼공간(다온뜨락) 비품(컴퓨터, TV거치대) 구입",2023-02-27,1650000,1인수의,DroneBlocks Enterprise Membership
2022,전남여자고등학교,교직원 쉼공간(다온뜨락) 비품 북선반 구입,2023-02-27,1188000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,금호중앙여고 고교학점제 공간조성사업 2차 비품(실험실용보관장) 구입,2023-02-26,17225000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,금호중앙여고 고교학점제 공간조성사업 2차 비품(실험대) 구입,2023-02-26,4776000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,고교학점제 학교공간조성 구축 비품(수강용탁자) 조달구매,2023-02-26,3600000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,금호중앙여고 고교학점제 공간조성사업 2차 비품(보관장) 구입,2023-02-26,3380000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,고교학점제 학교공간조성 구축 비품(소파) 조달구매,2023-02-26,11864000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,고교학점제 학교공간조성 구축 비품(작업용의자) 조달구매,2023-02-26,2914000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,금호중앙여고 고교학점제 공간조성사업 2차 비품(스툴의자) 구입,2023-02-26,2738400,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,고교학점제 학교공간조성 구축 비품(스툴의자) 조달구매,2023-02-26,2738400,1인수의,DroneBlocks Enterprise Membership
2022,매곡초등학교,시설물 수선공사(식생활관 벽체 스텐판 설치),2023-02-24,3436000,1인수의,DroneBlocks Enterprise Membership
2022,광주충장중학교,접의자정리함(보관대) 제작 및 시설보수(체육연구실 씽크대 설치),2023-02-24,2216500,1인수의,DroneBlocks Enterprise Membership
2022,광주서초등학교,특수학급 신증설사업 가구(학생용책상) 구입,2023-02-24,4158000,1인수의,DroneBlocks Enterprise Membership
2022,광주백운초등학교,2022 수요자 맞춤 공간혁신 바닥안전매트 등 설치공사(S2B),2023-02-23,2340000,1인수의,DroneBlocks Enterprise Membership
2022,운리중학교,교수학습 물품 및 사무용품 구입비 지출,2023-02-23,1461600,1인수의,DroneBlocks Enterprise Membership
2022,호남삼육중학교,교직원 쉼공간(다온뜨락) 블라인드 설치,2023-02-23,1294700,1인수의,DroneBlocks Enterprise Membership
2022,광주여자고등학교,교무실 현대화 사업 출석부함 구입,2023-02-22,1760000,1인수의,DroneBlocks Enterprise Membership
2022,운리초등학교,교담실(후관5층) 벽걸이 냉난방기 설치,2023-02-22,1398800,1인수의,DroneBlocks Enterprise Membership
2022,광주자연과학고등학교,(카드) 전문교과 실습을 위한 안전장비 구입(목공실습복),2023-02-22,2195000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,금호중앙여고 고교학점제 공간조성사업 2차 비품(칠판보조장) 구입,2023-02-26,4250000,1인수의,DroneBlocks Enterprise Membership
2022,광주자연과학고등학교,[카드] 식물과학과 광주형 일자리 맞춤형 직업교육 재료 구입,2023-02-21,1500000,1인수의,DroneBlocks Enterprise Membership
2022,광주자연과학고등학교,[카드] 2022학년도 빛고을 직업교육 혁신지구 취업동아리 운영에 필요한 도서 구입,2023-02-21,1299600,1인수의,DroneBlocks Enterprise Membership
2022,숭덕고등학교,365스터디 카페 물품 추가구입 - 컴퓨터,2023-02-27,17760000,1인수의,DroneBlocks Enterprise Membership
2022,평동초등학교,텃밭 식재용 묘목 구입,2023-02-21,1100000,1인수의,DroneBlocks Enterprise Membership
2022,광주전자공업고등학교,직업계고 공간조성사업 추가 사업 진행(교실 문 및 창틀 추가 도색),2023-02-20,9768000,1인수의,DroneBlocks Enterprise Membership
2022,광주과학고등학교,[S2B] 광주과학고 전문교과 공간조성 전기공사 계약,2023-02-20,9130000,1인수의,DroneBlocks Enterprise Membership
2022,광주진흥중학교,특별교실동 천장형 냉난방기 설치 전기공사,2023-02-20,6949500,1인수의,DroneBlocks Enterprise Membership
2022,광주진흥중학교,특별교실동 천장형 냉난방기 설치 기계설비공사,2023-02-20,3084300,1인수의,DroneBlocks Enterprise Membership
2022,광주서초등학교,특수학급 신증설사업 가구(학생용의자 외 1종) 구입,2023-02-24,1966000,1인수의,DroneBlocks Enterprise Membership
2022,신창중학교,[나라장터]기술실 테이블 구입(기술실 테이블),2023-02-23,2430000,1인수의,DroneBlocks Enterprise Membership
2022,신창중학교,[카드]2022 AI팩토리(컴퓨터실 현대화) 사업 관련 수업재료 구입(햄스터로봇S 외 3종,2023-02-20,5325000,1인수의,DroneBlocks Enterprise Membership
2022,신창중학교,[카드]2022 AI팩토리(컴퓨터실 현대화) 사업 관련 수업재료 구입(뉴 사나고 3D펜),2023-02-20,1901000,1인수의,DroneBlocks Enterprise Membership
2022,금호중앙여자고등학교,고교학점제 학교공간조성 구축 비품(실험실용보관장) 조달구매,2023-02-26,2900000,1인수의,DroneBlocks Enterprise Membership
2022,동일미래과학고등학교,2023학년도 학생 및 교사용 검인정 교과서 구입,2023-02-17,29362180,1인수의,DroneBlocks Enterprise Membership
2022,광주서광중학교,[G2B] 특별실 환경개선을 위한 비품 구입비 지출,2023-02-24,2844000,1인수의,DroneBlocks Enterprise Membership
2022,광주선광학교,학교 운동장 정비(평탄화) 작업 실시,2023-02-22,5391000,1인수의,DroneBlocks Enterprise Membership
2022,하남중앙초등학교,"교내 전화회선 신설, 내선변경 및 점검작업 실시",2023-02-17,1547700,1인수의,DroneBlocks Enterprise Membership
2022,운림중학교,그린스마트 미래학교 구축 교사용 노트북 조달 구입,2023-02-17,1360000,1인수의,DroneBlocks Enterprise Membership
2022,본량초등학교,2022학년도 유치원 유아학비 중 학습재료 구입,2023-02-24,3132920,1인수의,DroneBlocks Enterprise Membership
2022,상일여자고등학교,[G2B] 학급교실 및 특별실 교탁 구입,2023-02-15,7800000,1인수의,DroneBlocks Enterprise Membership
2022,유덕중학교,[G2B] 제본 천공기 구입,2023-02-15,4950000,1인수의,DroneBlocks Enterprise Membership
2022,연제초등학교,(카드) 2023학년도 신입생 입학식 운영 물품 구입(1차),2023-02-15,2123140,1인수의,DroneBlocks Enterprise Membership
